main_str_data,sub_str_data
HGKFLKVCKVHYKYYHCHZCIIGSLGVQUHMXKBBVCKBGEZMXZJGIFVNCXHQZYGHFHWBKPTAJGMXHBUFDSBKAKJWAVATRZWHFKMEUAGKYGADSGHJSTBNKRWZWPWOHXYTDRTREKWSIKYAKAUYGWCDPOO,KYGAD
KYTTETTUMPNVUSAZABAFHNPXESDGDUBGKGVXNGHEOXYAHOGBQVEBUHHMYMERKIHFSQSPRIWQFYQBFPTLAMLZQLLFRVJRITGCKBKXBHXLRPFTZUCGNHYYRHBCVRJMZYOBKMFNNAYZH,QLLF
ECSSHBGAVSHIGDCPEFSKOTHJDNWESPXONFKUDILVFHKIIDVMHBWLYYQINUTTFTHAEPPXZVNZAJFGUXPDXJKBJLQTZBJKDBDZCECIXSGZWJSAONESAVMCMRCMZOOTRVIRATNYZEIKZLARHZIKYDM,QTZ
RBOYTPMQOKZJBAVZVYJJNXWFHJJVDBQAFPMGKXBMCRCBUHWRAKQZEYNWVXJTIXHKXCPVVDMCQEPWWWTDSWYGBCYHJGTHOPBILKBWJMZDEI,XBMCR
FCJNXCETLULMWVQNQIXAFJBPUXLWIIIWLFXNXHQXHEFUUZORWMOTWFSTVPGIZPGZTARCSXEGDGWLHAAJMWVVUGSVGUHPAZYIZHPJSMBFMDWGJBMLOIDVJYATGOJPTIYGGNRZXE,WVVU
LMZVFWALRGDAAVZERJFGRDQEXCQRTVWNKYLCQZOWXRMUBWCNUQILVLIPBTREDQQCKOUXVISPJUXATQYGZIVYJMDRTJSYPXYODHIVQBRMENAMTOZATCFUVVQCCYIVQSPNVQOQLPTYCOZQRC,VWNKY
NZNFUHRKVNQXVZHHUEBVNPBDTLHJLNPEKCGDNKAKCZQBBKDJCUOSFPCOCYZAXISRUEAMNOEXPFYGOWHNUNSJQCCBUCKXVKZUOCXTOKWV,PCO
NNZREFGACVJHJKWLVNNEHWOXMVZSZFAOGINPQJSXIMNHKRQYDXBPWKGGVTXSFLPGZRXXILFGQYHJUWUABLIIVCLLXROLIHUVKOKEQAORUUTPINGINSQZMUHPKDVDWRFDKBXDBWGVXFMEW,IVCL
UIPXNWFGJMGZEBXLFYGKGKGWMHFETPDOXVFDXVCKXTJYTAFEIEUVKUPXTPTYMVVVRLKCLCMYMOUDJPDAMBIOSSWOVLVTTCDAEXLBGUQXNBIFAQJCYMKSLEITXKKABAIGNHQRSJREETE,MVV
CHZJDOAOKBUMOTDFMFFDQVZSNHMHYYXTLANBJLQHCGNSFQIVRGYAHBROWGFVJELSAXHKELLAFYSALICBVKUKXCILFARBQFUVUNOBUGPEBJFH,GYAH
BDZTGSHLSVGRMNVAEZSCMYOMXSLVTQQLZATELPVKQVVBDLOXYJKXMXLQOVPDUPWWLDYBBLRFZFEZFXABLZXUFSCAIUVVCEXTWPJMQXL,YJKXM
RAIDSXFJYLWMVDNJFWDAFRPMPYILPGOYYXSBXMBQVJCVJVRHTRCWGITLOOSJQMTQNHIHRBBKPLRYVXNNBXOEXLABSZVLIVRWOPSYERKTQKITXLVFTJWHAGVVMWISDNWPTQNUSIBYKSDWZXZUBGAVI,XZUBG
WNJEYCNILXTWNDEMXWCHDORFLDFMDXAJUKIUICZWKNYUPNGDSAUGCJZNUHXIPWIFFUTQXABWCBAIDCMNQMZHZWIJLUGOPUHGVMHNSCQQDGPYGPZNHJHGYZDGWPIEOGASKIQGCHONVUDCH,DOR
LEWJGFSXWWZCFZJLEGLEGWQSEXGLBBHGQAXDIADUGJZLTSGUIKNYCYSSEXDQVJZNDCDKLAUJJCVDYNPAQPELZNWNSRCZUHGJFKYBZBFKZLI,ZJLE
SIFDRUUWUELQTDPVQAXDFJINGMOGRQDVJPKBMHHTNKDLBGDYAZZGDFEOYLSHWZXOQVDBAHTBEDNMTOFJIXTHHTJDJYGFSFZQIHYCPTFSLYEZQEGDNQFLT,PKB
ATPAVWICNAQHSUJYIZBASLOCBGVFRETMIMCPZNFELRGOJDRJCVJBJNZGENNHASJUWRQSIABBMPZEWPPEIQHWDXOMWYNHJNNWYEBIWUXTOMWSDCDIZFBXDJFN,ZFB
BQSKFFSRFIPFTOHKSBXJOGLJTERZBVXRUOEONUMUJPIRKWSRNGRKJHSMWEEBPKNELRWXZWDOLIWGBVWNTBNCBYTYHGYYTGCPWDWMDZZDZLF,WMDZ
JCSXOFIMOQUJXVJCDMPSUNHBTJGBJVQXZZLIKCXXFMQVWEKQQBRHCPRDLGKENJNWDBHJEOGXQREEIPUEETSUFHXKUOHECRYPLFKOGETJGTPZXBECDFIMA,LGKEN
LIOLAMWUOYFNAFDLDPMIAMCGBSPTKZJHLPXTIITIFZDRFXTZSBMNHUWFIKHEVLSOJGVYYISWNORJHBCTLIWTFTLSCSEODIXAKNMGNALWKPKRSGRUBXPTS,IKH
ICNRKMSLVMTZQIHXGPTCXMOUHMZDWHVQXSAOCRQCPOLNCZGVUSATAUTQXWMORQXXKIYQSXSYMXCFCRCXSGPLFHJMNQOYSSUCNBICXVJMBUFUWRTRGKLBFQFROLDOXHUFGWFRKHSZAGOUYGKAFQWLPT,XMOU
OEFVNPYSRNOOQBROLNYJFTGEFLXNWCJEXECNSVKLYXQFFYAFJUIHDWCBBAGYOPWOITCLNWBEBFBERERVKSIHDQMJMXZUBQHUPTEDOTGFQAWJCEEVOX,TGF
CPSFJRPYEOSMSCEJNWXJOLQPARJRJYSRSJXQOUOKCOJNUEOZJGJDNDPOSJSSEVNFNKCWRMPKNIASIPWDIVRNPQUQEZQFQMNIJGMMCCU,UEOZ
YELRSNEYNMCMNTANGDNBPJMAHPZHDISRFMHZKQRZEVRCAMLFSYQVMWHFDURSCIVFPURKNCSDMRZPZMKOHFHUFFVNCKTYAWUAQFZMZTF,NBPJ
OXSVCXYKSEZSNMWGDUQFCSXEVJXKHJBNICWRWEGEIHOCEDJOFTTPSJYBQJIHNZAUMNPPIIWMJDMFDLNHMVHLBSAUNTNZRIKRKBKEDEXIPIGYLQCZKMBEBRJIQDDRDWRQGHXS,EVJXK
FJXWUTNVDEMOBDQWNHALCPATATNNABHNMRQNIMPBSRCIIMFHUHGBVNOFGBRWAGHJETFEGAQHROTCXYIZAHEFLBUJZVZHOEPQVWFFQPHPIDWBOLCYWVVKSWCXQJMBHYZVWNDWBKIFREZAAFSR,HUHG
IIHLGMXODAUEAJFFFTPTFTSCSGNUGVUAIYGRUCOQYFBYCMZWNNTGQBOLFQWNRNERMTNWTQOJAGXRSKWYWYPEQGSCUWCEMMCPJNDVSYOUBUJQVEKPDWNRYAXRRSXLKIALYJPCPODPUDOOTUBKQIRWBQ,LKIAL
VWQHWKGAXGLTWLWPJOWBALPFTINUAQLSAHBYPKJYXZYIFGWUVWTWTYOQAHDXYTKPZELGUIEKTQSCEIHJZTGMERGGFJJPPXMAZOEZMWPHPZREBIGDEAXMGJJVCMSGTZWABI,ERGG
FCCZMFGVKNQWYZQLXCNGWHJBPIZSYOELMSMHIUBMYRRBCAWYKBWQKXFYYIBUYGUXZOMRQEOQNDNFZHDFCADCWJFDGCDGZGDNCCGQSOPFJMUEDCBOYNWZUTH,IZS
NRLAMFNLDZRBRKTNRLABRGBWIUIMIWJZBXLAOXTNGXFATBQMWXEBIYGQHFQUGHHFIFKYEWFSFNZWCCHORUNVUXKNWLWVTQFBHKLNWS,IUIMI
QFHKGOXELOQUMNCZQXKOKJGEUPVTYYHIJFMCRHPTAXEXGPCMXAAOPGYBGCZWLHRKLBEDCMWDTIZBKLACAKPALATKTBVBBDJNUBRNNKHTYXUMSVAQWLYKILKTEZJGUYRKMOPAMCKUBKHRBISBLF,PAM
NOARJYJGEJWOWTJZHFWFUSABZMLDAIAKAMQQSCFFTRRRHSERUBAVMCSPFISOHGASNTKLUSLPWUIUDJJYNZVEESCUDOWNRYWUYKXXP,SPF
VPXCHZEEGRAZUUXXCXZORPJGKHLZODSCXRPEPBFKGNTPMQJTBQSPOAPWZXLBSKRDNWFKZIALZLJRLXHLDOBRLIGLMHAVURTNENJHHESO,BRLIG
ECZPDTWDUWYAZHZPRENHELRRQLFEWHSQMAGDGUHVBPCLPMDUFKCWZLROOBBTAQPQSCTJICKFJMOYPGVLALTSIOMMTGVMBOLPGBIUZOJDFX,MAGD
NXIELLPPCAACMWBIMCRAGOBZLPUIGUSEXLTZDQGIANEAYRLOGNQFUATVPCIAQIXYJXCHFJTPNRFRIAXTPZXIQMWCZDARDQIDJPXDFLHWOCUMYSDUYQYHSKLXMWZFMTCTNGCHGLNWOOFHWRV,EAY
FUJVHRXUVEBIWXKUEUZQJELMFQTMNATGZGMSADEYUNSJPPCJXSQYRYRIWLKPGYONXZWZTEFXUMOWHBFTWXYCGEWIDMHCCYHLXJHGLQIABJDVBJUINSQFVOLRYSIKCGDDZJGSOQ,JXSQ
GMBYHDNGFFNWXJIGKLFAPKYQPMQSIFNSKOSYGCFSUAXQNFGCOIQVEKQXQMABDEJPVBZKUQJYVRNABYHLNENBQZCWHJTMXLJWWWBUZOYVPVBTZFGOTRNDYJMEYBRDPBNKBIVR,HLNE
GIYQXFOCCTQURRWOEVCYVTHRWMMOYIGDSGVWSYPDDNBFZOELFTZZDOYYEPUGITGRQCPECEKPMQPZCGYNIHRFTJVDIKCUPOKTCGJSFWW,WSYP
GYLGPYJCXDNUBSJHLFRNJJNZLQUULKNAQPDTZEZARMAZKEOHJAECGIASAHLGIHFOBRIWBDRIDAYYGNGSQDTSSFUNKWLBHAWALYEZESHCKDWBFUPJPQKZEOAXOIVGBZIUZALKFVOEBJJEWYSZTYRM,XOIV
UDSSPYMPTTQNVUBANPCYFCXFPTUINKLSZNJARORQMWRXCKQGGVJDLDXGPEMRHLAXIQTCRPIAQTXHRFEWTGLELSLOZTVGZEMGPGFQQFQHPDBTTECMKPRMKNBQVOUOEYUJLDCFZLQLCNTKEQ,QTC
JAYVYHVBRSURAXKNGXWXDWQVVVAMDIMGHJRBQGRGSYOLRJHUGOLRCCZMBWIWWHARNIZIUXOSQKDOALSIESLKSROBTOLITBPRIHBJEAMWTASE,WTA
GDQXAPZCNBAZRBSAOSJIQQPCWWIVWSFTTTALZEVVYJWOAMDBMSIULJQRGLRFDSRNWQHNNMFDOVXFYEGFGRHHNSYKSYKLOFUBCYLRFUCIEYGCRKNMXXOFVHLYNYAPATKTCORTAVXQOTWAAFFCDYSD,FUCI
CJMMLYYSQXSWUFVBTIMIHFPGSALZAQNPYIZHMGTCOVWRCHPJVWBYUFOWRSZRFEPSNLZDIFGQILZNJBMJTCYICESBNJQFOEXDCIZWRT,ZHMG
CPQDLGFAQVYNAQKKFIAPZCJQOUJSPXBXTPERYIHGSJMJWWQCEZLSIYUUNRUZMPNKDANGHUCFWSUALSAWIKENWZLXNMZSQCXYLUFUMEGMUWNHUBDEUYIEALHJNFZPFYLDQSBAGROLELABOKJUM,ABOK
DKMCLDTHIRERIIBMCKZIMGBIVKRPETEWFRIXWMQWIQBZZYOMEYWDMFLPPIFZYIUEEIFVIJBHPAHMFIKXMJXLTMRTVAUQGMOZXQWMKZWEP,IBMCK
IPQRFJLPSLMHELPFUNTHJGGCYKBUWKQJILSJGATQPGUADKCHTWVNOJQZEVUCCJYVMDIMZCEQCIDGNXGDEGEQVGZPOVZASERXBQSVKPCGNQDMWMGXSGNKYKNDNAAG,TWVN
EQEMCFUMZGCAQTOZYYMILOOWRDYUTAVQMEGRIQBWPUQGHHCCXJRAJAIJZSSGGFRDQTUXMWTIMCARGBJDQANBJBPKJOZMAMPRMTUOWWVJFVVGPNVYYTXGLMYPWGAJ,IQBWP
IKCGGESDYYFDWESHSKOMSFVMDXDZPXRFRXOPQCUBBPJZIKPGWMSZXDLCONYTXASJFUBSTAFMMLGZFMXGVPCXXGFISOZOVERHIIBLWQUWKWGRPVCIVSBICPYUEBDYUIMH,HSK
SNBSBEONMDJVHRGDANAOADXSQOHTHTULEGYCPCWRNKFQQQUJJQXXDQJYBZUQAVVUDQYASSGGSDMYNZRDXWEDTCWWHKJOEMXJLDZMMZOWMWTTFCHASUZSKIXEDLDOWK,QXXD
MIKECYPYRRTQTNHZZFGVFKSHVBTZEHDWPDYDEEEDATOBMWACNAPFBFORQTFWSRJXRBRMLSWOJOAXVUIBQSFJFKBOTDZYYMYYMCFFPGSHDFHTYW,YYM
KNADSYMZAUFZALXKMCBUBDCFAGYZFDLZMNPWABKEUUWSKBOAHOXJXRQVSTTOAXPJNPSONUOWPWRDTLZJQDQRKOOWVJLZOHPKJOLUSAXUIRJFPWOEVWSWQHHCBCHBLRKPRJTDPMQKPVRXQPKM,JOLUS
CENNHRFUZPTNAMJBHCGYHTLXGGKUMIZTYQRBQIGTECKNEABCQWAIIJOZGUVWZUVVZYWJPIRGVKQQPXEWTXYTJEWECLJMQMSGTEMGQGGJDJRATTIOYFYYPFASSBOAGTVBMREWRJQNXFEHEKXNSY,CLJM
GVVIMZVPRCZZRHUTZORHNDMJXLVCHXRZFWVESVFVUBNYXAGUICPSDVYAYVWIQTTSEEHSACTKMWJTQLPPWMSFHXSZTEEHMSLRGHPPCLAQLXPYGKAOBICSASDLVJYQOKD,QOKD
XCSSNNGGHTYTARTROATCNOLWORROJJFBQAMMMXUHJRNRIKOCCWLHEITUTIZWLERCVKGJZQORNTYCVCIWIBGFDCFCFGKBORAUPTSTWKDB,ZWL
TIEJRAMPVSZGTKLPBCMLKASUALZIHHGUDYIZFFXNLRGYMXUEXZECVWAETTGTEJRKIQIPCZDFDXOSHWZGDFVNBEADGAGZKLYQHCTFEPHCSEX,ASUA
ZPNLTNXKHPUUTPABSQFNOBOOMZNHZAHFVHCWGAJLVKVMLLZHQLYDESIUAMJIUKFGIELEHSWOODGQJKWDJEAKTKUNKSKFFDUNLCNFDMIZWIFQYIFEDGFVJMIHCMV,MIH
UFYOFLPHFEEQNPZUCGQLFUFQGVIGVKVKUONWGQSGVNCAWEGTOQATMUYCHFIATEDHJXXYBUOCQZBVONGMPBAMEKTWWCSDOPEKEFGMBQLOXECJMDSSWPPNBNJRYL,XXYB
NKPKNLGOHFGPPTWWQQSCHDOVRNGTFHEQOIVYOVMCLSXXQFYIALCCDMUNLPLARHYAVROXRYBIUZLRBBKTGAWCIPIMGPYTLUUAMKDWNDLQYRUJXVRWQRLLPGJPE,AVR
LIGQAIBNXFATZXQUUEBAETGZTFIIXQFFVJRMIBTXJTCQMCVMVTAQDUHRKZRNHPAEBPXHGQWIJXCJIROLCRQZIJFPOWSJZFGGADDWECGMMZSISXLKEOEPIMYHKBJLKCDRRSRP,AQDUH
QMYPIRNNBEKHZRJFZGKBNCJEUTSIDGLUMJGPJGEUYTXHCSDHPSUVSNQVEMMCHAULANURRJSZOXSETNYSRNCPQUEFIKHXQLADFVNTGZJZBN,NBE
BOPRUCLANSWPSPDGFNWDZLVLUOLKVPRRHIYPXCQEBMQEIVHDZPSOPXHJLTXVHFRAURVHSCLNGJHKPGGQWPJTEOASGOCDOZFZSEMRWJVNGUFBUNZJGDUDUIDCWNCHDRHLNFCRVFQ,GDU
KZXMOWWJVZTBXDBNDZWJOCYHEYCKMPIROVUJJKKMBPBEMNYKXODYEKEEGWISMMTHHWLDOVJHAJPAYWBWRFEYRRQASJNRKLLTDZHDZMQFZVHKQPHLZWVZCYZFGYKKJPJRSHZHKYNHVZCIZVJ,PHLZ
XVHFBKIJNLGDFSIEJBNXLKFYXDJBNCTESFVJVZFGJRDMPGRVYBSVUCVIXMWIXMNAKXFJQSQCMRFEIBNBNIXFADOMMKYEBTAGDYGHCSVIV,YGH
VWISLITPDFELWTCTHGMEFDZBEQTXRMMZDCCGUCZZSMXHMXCUSBGUEETGOFIRCUEYNRCMUHIZZGOIFFICBVSPRNZZJVHHQMXLBURPOFQCWMZDSAIR,JVHH
YAMCUHNVOGYSJUBJJCMLGSDOEQAYMNCPJWATHHPNUTHNOOGVBSQRTRYROKYTNUQSELOSDYDMSBRSVADQQDFNIMEMKUOXPQFGOUNECERSGZWUZWLKCMSPKVAIPSSPVWBRZLNZJREWK,WUZW
SLBOFSAZCHLYBDDUSTVDEXOMWIYPTQSOSQGCEYDFOVEGRNJVKFLWHPIPLFUPSCZWOTYMSGKBZCEDFZWJGVJXAPESXAAXRHSDULETIRUSZHSUGIFODMCIU,JVKF
GQODJBWHZLTHDLZQULRHPNROXIFQGVNPJLYAODTSCYOPFWOPNKNIPNLOCIYBAEZDPQAQQIKLBGFXWYBYEHGQFBAGEYEYBXCAOPYEEBWZEWHVIHEPSUSRRFIQYYFALGBPUZ,JBWHZ
ZEKYVBHUJADLDCQBNCHANETMLBWMJZZANTHYXVPKGEXGZGXJLZALMYMDHTKCSIFEJBLFAJEJXRGCLRZDMWNMPNGCMHIESTIADWWPKGHKHWWHRIUMPTXYKYYGKAAJNEAUSOP,BHUJA
FSFKJZFAKCYCPKYBYUESJQZGRNFQKCNGAMFPZZWBUUDIRSVDIHVEAKRJZGPZVCXUVKECGQORFDMLPXJVNPTWANAOKFVJXXCKUNJHUHBY,NFQ
UNJOFXIVMUZCLYSTLDUPDFDEUKIILUGILETWAAVRMTDTDLHUMKJSICOUPXHBEVYHRKKPKTHZTSTQIFGYCSCZSMLUCYRGFUQEWOWGBLUPZCZEOOKJRRXRYST,QIFGY
BPAYVUNPKJGCUUCXELKYAWDCRQSLVNXIHEENCLMKBRVKLMJASHKTCQLRENLUWPGYJGABUZCILANKTGTTTCGTGOYQFBXWMDZUWZPLPXPXMZGBQRCGIVIMTMOLNXZOIMGIDFAISEA,MGID
ELGXGMHYIPCGORIAXPRJAEWJIOPNFBWZAFKIUVTIAMPSSERIIYLFOPECXODAYNIHRQWRIEUNVKUNNUDDWCSDDSCGTWLZEDXLDRVSBLVBMXSUGXXCXHQZUVSYKUFOJDLPDFEGU,AYNI
GHFKGCAGPNQOZAFJENPIZVNHMOGDUUFHMIXJOSJRDQMPKVHLFYFBEZKRCTYLJLDZMPEFPSNKSJAAHSGFBNCDOEQKNGGZWVWBWJIOKLNPBZNFS,GDUU
VMIAATDHVZQPRCHHWZMPUWZHHJBELZVBRXDFBUVIIYMQZUFJBNXPTFGJEOUJAAIESRNBWBYQZWCQFYHFLTMNJEZKCKSLUPPIFWWPHDNBTLX,SRNB
UYFOHXFQLETRQZQCHNOUQRHNCATXSDHQFPTCERMEUDAXSEDQGDAIGHRDXMSTKFRRBBMXAIBMYGVEJMDWAMLXMVYIBBDMUMHNRZTQCUHXLDAPAQYBCOITVIVPQLDSQLVFOCKCOUYJNPRIQXDXTWGH,FRR
AYZWHMFOFSSPNXTYMZLCRVYFCKYFQJYSGQWNVKVJFDEBNHSDULNSGSGZBUVSUUYUBHTLTVEELTCQNKDCEVSCUBNTDJAVCBJNHLDSPDWHGLOQZFOKZTPAXX,WHMFO
UYMNJEAQJFIPYNUIANZEUTLOPHNWILVTMTIGGHATLVOUPTEXNXNQUMKOQOGYGFTVQVVQFVQYUGINONRXEDVSFBZCGBYDWSHNGZVSFHUONESNQBSRZMOBNG,FIPYN
ZJDGMKKOVWPAASHHBRNMHZBZXWNSESZOWMIGLDRFXKAFZTSCOSPNZIEFPCZOGRRZNZGYIHVITOJROXZKSYUKTDZUFMVXCYELSUJBXMWRSVGLUYWNPWAMHW,OSPN
SQGUJPVWKRYHOIFOFSEYLDRLHHGSDILWRWKQZVOHRMNGRCQOBMRCHPPTKQBDZHFGXPIFLHWQSQABEPUIESRCLWURZPQSPGYIGOHYGQVXAHRGKQISWMBHAVWOOKCIHWTOCVDF,HFGXP
MBYIDTKOMXOOGZARUTWMXQBVBSOMWMRZVYYVOIWTQEFBZIGQJXWGGWQNGRCBATXRQQSJECNXWVQBFDVCRBLIPSZHAVFPGOJAXVEUXSOXEYVAMNDQRYYCU,YCU
UYRLAJTIDZTSUWACBOBFFXEFKJCVGBSLKVJNHNEKBAKAKPDEOCCAYSRWEHUJOHDQFHIVQKLGMDDXOMMGJGSFOZTMCZWVDTLDPXMNAPBXBRESHCUWWVLIXTSPHEDVFVKA,NAPBX
CPMFWCXXFGQYEHHWLWWSFSUKIGFDJLPGQPGTTUDNKAJYUJOPPSDSQYARLMVVZXCZRCQAILWIFKYCSJPJXLEWUMOPSFXPQWTIPFEXNQWXBTKAWNTDICMUAXN,WLWWS
XUIKEWVMLLXOHVBHOUOLOBXAEBELYGOVBHSBOIDZNUVIGRXSQXUSYIGCLJOGOJTLPGKEVSPAICRPDHYWOMDBDZHXHWFUWVARKEJPLOQGWUHKDPRRXJDWIUHRBIWACJFH,PDHYW
HQGWOQRSKNQNVMIRLWMGLPNIFSWICFCVWDLXUQBNDJLXUQJXQEHDWJLWEXMZORWQOOFKGHPMLYGRAFNRBLMNYZPXGCFTGVEKBSXJVBELSQCBZWTYYKJEMEUOHFDPEIOEWA,MLY
EHGNDHMYOSRGXADMCEKZFTHLOKTTBEOKEWQVTUHOQLUCGSRPJTSKZMIJNNEVLTTFVMWWRQXEWEPAOIBDVFKVZVBLJTMSSFTZOGTUZHADNHSXLVAZLIHTKNJ,GSRPJ
HIKMIFYOTVGRGQQXSFOFEMUGAVPIKHORIVUXRKJINFUZMSVWBJODWHWREERPMBNJSVGUJUJYNYSWRKWDBCQVAHZIALNVTDXOZSVBLYIUIIWGOEKSSBUUGKHWQNJBLGC,TVG
HUJLIEKVHDGMQFGXVIOAWPDMWJMPSIPYQMPWPSYSWHXQUQFYXPDLPWEVFATLWALUYZEGHCTCIQJJNDGUIOMVZHYCOZDNAYGDYPMDQBHCZVPYHWPPTGQWXRLIXHTNZXEQGRNBEMMSBITPKGLCWZFWY,NAYG
SYUVHHMLFXFYTJKCIUJCITVBBPITPTTQTLLLHBERZCAKTLWFGRILGQMQEEXAWBQCPVNNYJBVKIWUQFCDHRWKKAMMNZRBGZNQWSKQWZEFCQNQRHXIKSLJWGQDDWPZJZYIECLXJGCDMKCNGN,FXF
SUSJLTEBVFQCIBPGXJYSEPPVWUKPUTDCIRJDBKKGLLWWQCSKHDOTOVUYSZWVOHHVQLOHICECSMYRZWGTGXYLXOEPBRZTAYNCCTKSTYYGGNVWMPNVSIEMCZTGGXABQVZKN,NVS
XALCDGWXVIHIFWAVEDEQKCBFMFSAEQEXCDJYBEAOWPAHEQZJJRGEDSEGYATDRDIMGXNDGCOFFOHGLNCCVGGKNWYNTERLDMHQZUFIHRWRIXMAEXTSMJXRQPCHBUSTDSKFLEXKHVFXTGVOLSII,HQZ
NDOAVLQQWSURTVDWDRCMQRMWSTFWBXOGVDSRIAKGBTCXPMPDNKMGUCVHXJMJECHHIGLGHBXASDGUENWUHYCLDNKVOVMRWWRDXUYMKLQCAUETHLHXCMSSSNGMKMEU,STF
TLQITBOWMJQBLXTZSBTORPSLBIOOSXBAWLENOYECAQUHBIEQLGZBOPSBJIRVUDFGHJBIAZPMLFBACEWTFKFEHCBXEBRINBOLNRXPBPTNKYNYUHNMABLFHDNXGZARDUGUGN,AWL
SIHIUSQZYIYEOSTQTVRDAVUCZBDEGLUTIWUBCODSUFEPQJLUCHILESQOYXKXHLLRPUVTTJIMGTVZSWKVHLMDJLWUWFUBNGMRDUUSHRSCSJTMPECGCGLRPUVULZL,DUUSH
SWCKRGYNJIESHVKALEVSRSJDYBXZTAXNXFCGRBHMHTFSKWAOJHUBJMLKFGZDVQATMRVWAXUSIWXLLBRNGAZSNWDLBTLZYBYSCLGL,RNGAZ
DJXALGCNNDHVUSVZCLVCVPZKNWSAHPLOMTIOHWQLKFBXENWUEPNBVUIRXVMAOEKGTQLYZEPORJEZKURLHKANIVMCGZFSENLXDTEQQEKQRECDEVQHCGOFNUAAL,OEKG
OERBHAMHDYNRUUUMPGXFQJZCOYZEGTJJNSPJOKVZOBNYVRXVWHQVNEICCSGJWVWFRIQGVYWERAMLAEIKGNITKQLWMVDVBYHRMFUXDSHEWELVCMPPHKLFQUCNNWRXISTGTFWIERVZNQFVK,RXVW
QQGQYOVRCRKMEQVZOGPWNJYLMCLPYRCPEUWGKICTXKSOQMEYXFSHBZRCQCLGOSNUKCOUPIGNZEXSRLBRNCWSWPEDBSKJOKYIRRJZWRZDOLKCOOXPJ,JOKY
SMSLHQWJFBXMPHYRHGQNOCJEGEPLQDQHNHWLABQEDODGZVOZRTVZTPJNJJQGCPLSGZHQATGHILJRUSWYJLVCHNBTOKBEIFTBRHNZ,ZTPJ
JLZQZYOSSPKFPGQJEIIFOFFRYUVVMSITKYXBBMGYLMPZBBIPEVOBAONKDETMCNTCWUDFDKYNYTCRDVAORPXWUVFZNODDFMFFALJBQHCYLWDGYYZHYZOTKAIIAXHGLVDRRFRX,CRD
ARBXEIOGNPOBXQJJZHUNSSQKDQMOOBMXZFCWBLHXMIDKPNRZURBIBMILXUFYXTPOZMDAUECJXJBPPBCHAAIHFDMZXXMRCDBAQBJTVLKZOQBDKEQOQDZWIYAXZHTOFOYYANPXPXBOKBCNAJHDA,GNP
HYLYTRVMGEPXPKMWDFSOQGWJVHFNOOTYYKRFISEZFVDSACRUXENWORUWGBBUBDRSICUZIASXFRTBBMBDVRTAKKWYZEUBONENNQKDOOMUPMMAVKPVNUTF,DOOMU
FDUEFEZCUTYUUOLDTTRQSYOSHDOEMVLXAKCNSUWDNGYPCJKHVBUIUFQLUEVVFXPDHCBGFOUJNATUUDEUJLMDHGLMFYADSQZKUTOY,NSUW
PVXOZSCGFJSCGACZGNBVQOSKTBYWHVBALHJDAWVFJDBHFIEQHUCYDSIAJSFXZIKEMIXCUPGWAMDBCUEBHMGIOTWGCODPLTVNYBAJCRBAEXDRPKDHIDLGHIWUOMUWJQFLAJKEFHASZ,EBHM
BYSGFQEYRWOYSJQKDWZGLSHFHLOKROCWMXFWLOOVPXZYTAHNIZIMBQJETNDIISGCXIVWNALENZBZYIFMKREHOVINKHNEZKBQDSFXUJHRGVVLLNOCKMLFSDSEKKOZZKBHM,IIS
RNVHYRZKEMUVUAZJVCKZMPPJXOEIQVURBDYBVPZNTKBDWTIDQICEVRQYQONQGCXCMHPFCPHBGANTZMWSFBFGTQKGHDESMNSARWMPWEFCXVDMHLPDXFBDHUG,NSA
DWWGQXEGPHVGXXLMGULMCEYHGMDPOILCEATGESQCAJTOBABXXHWZGJNSKFWLHSNHRHTQKJCATPKINKPUUGWZBYXUISHYBHKVHFHBEMGAGJG,POI
PIVLDLURGFQDSDGGIYYBVRLKDTRPGDXBZRRXYVLFNJLICFKROOIUWNVMOZMTIWMNHODQRCLAAMSBRQWPJRQKCBDICGNZASAYRLARLNIMPSSGJFYUZNVPTPDYODKIEPZQGPLYHZPSOXQD,VLFN
EOATKYHHZBHYXVPTYKBISGHWWLSGAUOFTOZSYDKGWHIQNBJFKZFXOZPACJXFIVEYURJDXNQCELVAGOAJLUZWNPNIGSLUNDQTKEOKVHILEGHKQNZERVICJNMOMCALAAEPOZ,YDKGW
EAITYPEAMDOPFRYVWUWQNYCCEMZTWHMOXRQMFOOONQYHBHZOCCHVLTHQQOMUYYDLKMFCBZVHGAPOPTGCKSDIIKFFLSMKVEOZQSPSIXHDTB,PFRYV
AQSPGTLGQMMKZNQXLHMCPRFYXSAHXAZKRRJATBCZLWYDUBNWJIEQKQVCPSZSNBKPZTJAYUYWKFYSOIIKRBTDHRHWSGZKSMJDMAFOSGMLSF,YSOII
QILWQAPWSVFMNREUOPIXAOKRYYIFKFNWCMMZVAJPJOQTMJGISXBVZVGYUMAUQTXEBETZGWFWQAHDUCJDWAQWHPKCFMZDEVJLUGOJXDTXNJXDJGWEZGGPEDYPSPZNCRGGZQBHH,UOP
TKHCQKTMREZKGYUCDADSVPCMHUZRFTZTMDEVHLPQDNEAOZHBUZTKUUPBCBIQHZOZOLNNYUFONRTBIRPPSZUSPXESYUYZWMRGVCAUQAJZMEITSQQX,TBI
